MSEWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
415,2.7594e-320,1.77E-155,5.18E-305,6.27E-164,0.005107624,0,0.000273953,-12569.48402,0.00E+00,4.44E-16,0,4.32E-06,4.93E-05,0.998003839,0.000433974,-1.031626797,0.460466193,3.000041816,-3.824356569,-3.055937805,-10.15191637,-10.40232288,-10.53539829
416,3.883e-321,1.76E-155,2.11E-305,1.01E-164,0.005104255,0,0.000273953,-12569.48402,0.00E+00,4.44E-16,0,4.31E-06,4.88E-05,0.998003839,0.000433942,-1.031626798,0.460466049,3.000041816,-3.824361705,-3.055996952,-10.15191637,-10.40232291,-10.5353983
417,3.883e-321,5.95E-156,2.57E-306,6.43E-166,0.005103179,0,0.000273953,-12569.48402,0.00E+00,4.44E-16,0,4.31E-06,4.88E-05,0.998003839,0.000433926,-1.031626802,0.460466039,3.000040704,-3.824363656,-3.056013656,-10.15191651,-10.40232291,-10.5353983
418,7.2e-322,1.48E-157,2.09E-306,5.40E-166,0.005101137,0,0.000273953,-12569.48402,0.00E+00,4.44E-16,0,4.31E-06,4.71E-05,0.998003839,0.000433921,-1.031626803,0.460451687,3.000040693,-3.82436465,-3.056026488,-10.15191651,-10.40232292,-10.53541249
419,3e-323,9.20E-158,4.23E-307,8.78E-167,0.005101127,0,0.000273953,-12569.48402,0.00E+00,4.44E-16,0,4.31E-06,4.71E-05,0.998003839,0.000433919,-1.031626804,0.460451634,3.000040686,-3.824365469,-3.056036419,-10.15191651,-10.40232292,-10.53541309
420,1.5e-323,3.12E-158,4.21E-308,9.59E-168,0.005007534,0,0.000273953,-12569.48419,0.00E+00,4.44E-16,0,4.30E-06,4.71E-05,0.998003839,0.000433919,-1.031626804,0.460451608,3.000039983,-3.824380988,-3.056084395,-10.15191673,-10.40232292,-10.53541309
421,0.00E+00,5.01E-160,8.3379892744348e-310,9.17E-168,0.004990506,0,0.000273953,-12569.48419,0.00E+00,4.44E-16,0,4.30E-06,4.70E-05,0.998003839,0.000433916,-1.031626804,0.460451373,3.000039944,-3.824394595,-3.056156134,-10.1519393,-10.40232292,-10.53541309
422,0.00E+00,4.24E-160,8.3336943788098e-310,3.50E-168,0.0049905,0,0.000273953,-12569.48419,0.00E+00,4.44E-16,0,4.30E-06,4.70E-05,0.998003839,0.000433913,-1.031626804,0.460451358,3.000039926,-3.824406805,-3.056160287,-10.15194124,-10.40235247,-10.53541313
423,0.00E+00,1.47E-160,4.1824764644877e-311,2.58E-169,0.004971065,0,0.000273527,-12569.48419,0.00E+00,4.44E-16,0,4.30E-06,4.70E-05,0.998003839,0.000433897,-1.03162681,0.460451325,3.000039593,-3.8244104,-3.056160572,-10.15194124,-10.40235276,-10.5354137
424,0.00E+00,2.97E-161,4.1824658741436e-311,1.61E-169,0.004971064,0,0.000273527,-12569.48419,0.00E+00,4.44E-16,0,4.30E-06,4.67E-05,0.998003839,0.000433811,-1.03162681,0.460451288,3.000039587,-3.824455842,-3.056185643,-10.15194138,-10.40235279,-10.5354137
425,0.00E+00,2.17E-161,8.41544544929e-312,4.37E-170,0.004970875,0,0.000267213,-12569.48419,0.00E+00,4.44E-16,0,4.30E-06,4.66E-05,0.998003839,0.000430615,-1.031626811,0.460451283,3.000039566,-3.824460733,-3.056264185,-10.15194143,-10.40235316,-10.53541537
426,0.00E+00,7.31E-162,1.4762781748e-313,4.44E-171,0.004970874,0,0.000262308,-12569.48419,0.00E+00,4.44E-16,0,4.30E-06,4.66E-05,0.998003839,0.000430613,-1.031626811,0.460451088,3.000039421,-3.824498831,-3.056289069,-10.15194143,-10.40235317,-10.53541537
427,0.00E+00,2.13E-162,1.77769209e-315,2.59E-171,0.004956959,0,0.000260223,-12569.48431,0.00E+00,4.44E-16,0,4.30E-06,4.66E-05,0.998003839,0.000430586,-1.031626811,0.460451024,3.00003931,-3.824516944,-3.056353347,-10.15194144,-10.40235332,-10.53541649
428,0.00E+00,1.32E-162,1.777515e-315,2.57E-171,0.004903263,0,0.000260223,-12569.48431,0.00E+00,4.44E-16,0,4.30E-06,4.66E-05,0.998003839,0.000430584,-1.031626811,0.460450712,3.000039275,-3.824528118,-3.056365053,-10.15194144,-10.40235332,-10.53541649
429,0.00E+00,7.62E-163,1.641984773e-315,3.79E-172,0.004848678,0,0.000260223,-12569.48441,0.00E+00,4.44E-16,0,4.30E-06,4.66E-05,0.998003839,0.000430577,-1.03162683,0.460450703,3.000039238,-3.824536602,-3.056368568,-10.15194144,-10.40235332,-10.53541649
430,0.00E+00,3.02E-163,1.53922926e-316,1.65E-172,0.00476839,0,0.000260223,-12569.48441,0.00E+00,4.44E-16,0,4.29E-06,4.66E-05,0.998003839,0.000430544,-1.03162683,0.460450702,3.000039117,-3.824537991,-3.056388386,-10.15194148,-10.40235334,-10.53541823
431,0.00E+00,2.70E-164,7.55486e-319,3.82E-173,0.004767995,0,0.000260223,-12569.48441,0.00E+00,4.44E-16,0,4.28E-06,4.59E-05,0.998003839,0.000430507,-1.031626955,0.460450581,3.000039115,-3.824538882,-3.056390109,-10.15194148,-10.40235334,-10.53541823
432,0.00E+00,2.35E-164,7.55446e-319,2.66E-174,0.004767371,0,0.000260223,-12569.48441,0.00E+00,4.44E-16,0,4.28E-06,4.48E-05,0.998003839,0.000430504,-1.031626955,0.460450563,3.000038065,-3.82455899,-3.056395354,-10.15194148,-10.40235345,-10.53541823
433,0.00E+00,7.25E-165,2.96805e-319,2.33E-174,0.004767369,0,0.000260223,-12569.48441,0.00E+00,4.44E-16,0,4.28E-06,4.48E-05,0.998003839,0.000430501,-1.031626955,0.460450531,3.000038062,-3.824561833,-3.056399923,-10.15194148,-10.40235345,-10.5354183
434,0.00E+00,3.26E-165,1.82e-321,6.58E-175,0.00476537,0,0.000259267,-12569.48441,0.00E+00,4.44E-16,0,4.28E-06,4.48E-05,0.998003839,0.000430501,-1.031626955,0.460450528,3.000038047,-3.824571825,-3.056404869,-10.15194148,-10.40235377,-10.53541846
435,0.00E+00,1.42E-165,0,4.87E-175,0.004765369,0,0.000259267,-12569.48444,0.00E+00,4.44E-16,0,4.28E-06,4.47E-05,0.998003839,0.0004305,-1.031626956,0.460450202,3.000038029,-3.824621775,-3.056414757,-10.15194148,-10.40235377,-10.53541846
436,0.00E+00,2.35E-167,0,1.82E-175,0.004764966,0,0.000259267,-12569.48446,0.00E+00,4.44E-16,0,4.28E-06,4.47E-05,0.998003839,0.000430495,-1.031626956,0.460450022,3.000037852,-3.824627982,-3.056476557,-10.15194148,-10.40235377,-10.53541846
437,0.00E+00,1.59E-167,0,3.91E-176,0.004764559,0,0.000259267,-12569.48446,0.00E+00,4.44E-16,0,4.27E-06,4.44E-05,0.998003839,0.000430441,-1.031626958,0.460449907,3.000037851,-3.824648054,-3.056494599,-10.15194148,-10.40235382,-10.53542528
438,0.00E+00,4.92E-168,0,3.75E-176,0.00476385,0,0.000259267,-12569.48446,0.00E+00,4.44E-16,0,4.23E-06,4.44E-05,0.998003839,0.00043044,-1.031626961,0.460449858,3.000037846,-3.824648216,-3.056503382,-10.1519415,-10.40235387,-10.53542528
439,0.00E+00,1.91E-168,0,1.63E-176,0.004763482,0,0.000259267,-12569.48446,0.00E+00,4.44E-16,0,4.23E-06,4.44E-05,0.998003839,0.00043044,-1.031626983,0.460449501,3.000037562,-3.824655229,-3.056538294,-10.1519415,-10.40235387,-10.53542528
440,0.00E+00,1.15E-168,0,3.79E-177,0.004763094,0,0.000259267,-12569.48446,0.00E+00,4.44E-16,0,4.23E-06,4.44E-05,0.998003839,0.000430438,-1.031626983,0.460449453,3.00003722,-3.825031709,-3.056544549,-10.1519415,-10.40235387,-10.53542528
441,0.00E+00,9.55E-169,0,4.36E-178,0.004762477,0,0.000259267,-12569.48446,0.00E+00,4.44E-16,0,4.23E-06,4.44E-05,0.998003839,0.000430432,-1.031626983,0.460449394,3.000036622,-3.825036172,-3.056664523,-10.1519415,-10.40235387,-10.53542659
442,0.00E+00,4.09E-169,0,4.06E-178,0.004762091,0,0.000259267,-12569.48446,0.00E+00,4.44E-16,0,4.23E-06,4.44E-05,0.998003839,0.000430431,-1.031626984,0.460449392,3.000036618,-3.825039021,-3.056666287,-10.15194152,-10.40235388,-10.5354266
443,0.00E+00,1.79E-169,0,3.05E-178,0.004761649,0,0.000245367,-12569.48446,0.00E+00,4.44E-16,0,4.00E-06,4.44E-05,0.998003839,0.000430274,-1.031626986,0.460449384,3.000036617,-3.825039463,-3.05670651,-10.15194152,-10.40235389,-10.53542661
444,0.00E+00,1.59E-169,0,3.37E-179,0.004761646,0,0.000245367,-12569.48447,0.00E+00,4.44E-16,0,3.76E-06,4.44E-05,0.998003839,0.000430258,-1.031626989,0.460449369,3.000036617,-3.825632052,-3.056713792,-10.15194152,-10.40235389,-10.53542661
445,0.00E+00,5.87E-170,0,2.32E-179,0.004760247,0,0.000240771,-12569.48448,0.00E+00,4.44E-16,0,3.76E-06,4.01E-05,0.998003839,0.000430252,-1.03162699,0.46044935,3.0000364,-3.825632522,-3.056719228,-10.15194152,-10.40235391,-10.53542661
446,0.00E+00,5.44E-170,0,3.30E-180,0.004760173,0,0.00023589,-12569.48448,0.00E+00,4.44E-16,0,3.59E-06,4.01E-05,0.998003839,0.000430226,-1.031626991,0.460449238,3.000036398,-3.825705257,-3.056721681,-10.15194152,-10.40235704,-10.53542661
447,0.00E+00,3.28E-170,0,2.28E-180,0.004760152,0,0.00023589,-12569.48453,0.00E+00,4.44E-16,0,3.59E-06,3.90E-05,0.998003839,0.000430218,-1.031627058,0.460449232,3.000036355,-3.825706562,-3.056751654,-10.15194299,-10.40235705,-10.53542668
448,0.00E+00,2.08E-170,0,1.30E-180,0.00476015,0,0.00023589,-12569.48453,0.00E+00,4.44E-16,0,3.59E-06,3.90E-05,0.998003839,0.000430217,-1.031627058,0.460449148,3.000036168,-3.825708863,-3.056836624,-10.15194307,-10.40235705,-10.53542675
449,0.00E+00,1.49E-171,0,6.21E-181,0.004760091,0,0.00023589,-12569.48453,0.00E+00,4.44E-16,0,3.59E-06,3.90E-05,0.998003839,0.000430216,-1.03162707,0.460449067,3.000035333,-3.825708905,-3.056867539,-10.1519433,-10.40235705,-10.53542675
450,0.00E+00,9.94E-172,0,1.96E-181,0.004760073,0,0.00023589,-12569.48453,0.00E+00,4.44E-16,0,3.59E-06,3.90E-05,0.998003839,0.000430205,-1.03162707,0.460447314,3.000035333,-3.825715287,-3.056951122,-10.15194345,-10.40235705,-10.53542675
451,0.00E+00,6.91E-172,0,3.96E-182,0.004760061,0,0.00023589,-12569.48453,0.00E+00,4.44E-16,0,3.59E-06,3.90E-05,0.998003839,0.000430194,-1.03162707,0.460447312,3.000035333,-3.825715322,-3.057045528,-10.15194345,-10.40235705,-10.53542675
452,0.00E+00,6.74E-172,0,7.03E-183,0.004760052,0,0.00023589,-12569.48453,0.00E+00,4.44E-16,0,3.59E-06,3.90E-05,0.998003839,0.000430191,-1.031627075,0.460447296,3.000035183,-3.825715506,-3.057045852,-10.15194345,-10.40235705,-10.53542675
453,0.00E+00,3.61E-172,0,6.38E-183,0.004759908,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.59E-06,3.90E-05,0.998003839,0.00043019,-1.031627075,0.460447295,3.000035166,-3.825718086,-3.05708339,-10.15194425,-10.40237054,-10.53542675
454,0.00E+00,2.54E-173,0,2.32E-183,0.004759902,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.48E-06,3.90E-05,0.998003839,0.00043019,-1.031627076,0.460447267,3.000033744,-3.825718717,-3.057312633,-10.15194425,-10.40237079,-10.53542676
455,0.00E+00,1.46E-173,0,2.32E-183,0.004759854,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.48E-06,3.89E-05,0.998003839,0.000430168,-1.0316271,0.460447256,3.000033641,-3.825725867,-3.057323546,-10.15194434,-10.40237088,-10.53542676
456,0.00E+00,1.45E-173,0,1.01E-183,0.00475978,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.48E-06,3.89E-05,0.998003839,0.000430164,-1.031627113,0.460447249,3.00003364,-3.825725917,-3.057333879,-10.15194563,-10.40237107,-10.53542676
457,0.00E+00,5.98E-174,0,8.29E-184,0.004754418,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.47E-06,3.89E-05,0.998003839,0.000430164,-1.031627113,0.460447205,3.000033195,-3.825726642,-3.057377173,-10.15194608,-10.40237112,-10.53542678
458,0.00E+00,1.18E-174,0,2.44E-184,0.004754264,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.46E-06,3.41E-05,0.998003839,0.000430156,-1.031627113,0.460446899,3.000033086,-3.825727085,-3.057390666,-10.15194608,-10.40237112,-10.53542678
459,0.00E+00,3.79E-175,0,1.88E-185,0.004753872,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.38E-06,3.41E-05,0.998003839,0.000430156,-1.031627134,0.460446892,3.000033086,-3.82573072,-3.057409224,-10.15194608,-10.40237114,-10.53542678
460,0.00E+00,2.77E-175,0,3.66E-186,0.004753858,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.38E-06,3.05E-05,0.998003839,0.000430152,-1.031627136,0.460446888,3.000033084,-3.825730739,-3.057417637,-10.15194609,-10.40237194,-10.53542678
461,0.00E+00,2.16E-175,0,3.66E-186,0.004753858,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.28E-06,3.05E-05,0.998003839,0.000429983,-1.031627138,0.460446676,3.000033081,-3.825731022,-3.057564404,-10.15194609,-10.40237194,-10.5354268
462,0.00E+00,2.74E-176,0,3.66E-186,0.004753837,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.28E-06,3.05E-05,0.998003839,0.000429976,-1.031627138,0.460446675,3.000033069,-3.825731648,-3.057566003,-10.15194609,-10.40237201,-10.53542684
463,0.00E+00,2.73E-176,0,1.47E-186,0.004706135,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.27E-06,3.05E-05,0.998003839,0.000429923,-1.031627177,0.460446446,3.000033068,-3.825736595,-3.057586987,-10.15195922,-10.40237201,-10.53542684
464,0.00E+00,2.73E-176,0,6.44E-188,0.004706078,0,0.00023589,-12569.48455,0.00E+00,4.44E-16,0,3.27E-06,3.05E-05,0.998003839,0.000429856,-1.031627218,0.460446123,3.000033065,-3.825741549,-3.057590322,-10.15195926,-10.40237201,-10.53542685
465,0.00E+00,2.19E-176,0,1.80E-189,0.004706077,0,0.00023589,-12569.48457,0.00E+00,4.44E-16,0,3.27E-06,3.05E-05,0.998003839,0.000429856,-1.031627218,0.46044612,3.000031756,-3.825741735,-3.057590676,-10.1519593,-10.40237202,-10.53542694
466,0.00E+00,4.34E-177,0,1.80E-189,0.004706077,0,0.00023589,-12569.48457,0.00E+00,4.44E-16,0,3.27E-06,3.05E-05,0.998003839,0.000429855,-1.031627218,0.460446033,3.000031602,-3.825741913,-3.057628818,-10.15197618,-10.40237202,-10.53542765
467,0.00E+00,1.08E-177,0,1.80E-189,0.004706077,0,0.00023589,-12569.48457,0.00E+00,4.44E-16,0,3.27E-06,3.05E-05,0.998003839,0.000429831,-1.031627218,0.460445759,3.000031206,-3.8257424,-3.057638562,-10.15197618,-10.40237203,-10.53542765
468,0.00E+00,1.07E-177,0,5.87E-190,0.004705715,0,0.000229973,-12569.48457,0.00E+00,4.44E-16,0,3.25E-06,3.05E-05,0.998003839,0.000429629,-1.031627219,0.460440382,3.000031083,-3.825761673,-3.057680438,-10.15197618,-10.40237213,-10.53542873
469,0.00E+00,1.06E-177,0,4.89E-191,0.00470536,0,0.000229973,-12569.48457,0.00E+00,4.44E-16,0,3.25E-06,3.05E-05,0.998003839,0.000429629,-1.031627219,0.460440296,3.000031082,-3.825762241,-3.05768642,-10.15197619,-10.40237213,-10.53542873
470,0.00E+00,8.82E-178,0,4.89E-191,0.004704975,0,0.000229973,-12569.48457,0.00E+00,4.44E-16,0,3.25E-06,3.04E-05,0.998003839,0.000429628,-1.031627221,0.460440146,3.000031072,-3.825765734,-3.057696961,-10.15197619,-10.40237216,-10.53542873
471,0.00E+00,4.14E-178,0,1.47E-191,0.004704975,0,0.000229973,-12569.48462,0.00E+00,4.44E-16,0,3.25E-06,3.04E-05,0.998003839,0.000429588,-1.031627224,0.460440146,3.000030864,-3.825765902,-3.05776224,-10.15197619,-10.40237216,-10.53542874
472,0.00E+00,9.18E-179,0,1.47E-191,0.004703965,0,0.000229973,-12569.48462,0.00E+00,4.44E-16,0,3.25E-06,3.04E-05,0.998003839,0.000429587,-1.031627224,0.460440134,3.000030825,-3.82576603,-3.058650145,-10.15197619,-10.40237272,-10.53542881
473,0.00E+00,2.24E-179,0,3.06E-192,0.004703965,0,0.000229973,-12569.48464,0.00E+00,4.44E-16,0,3.25E-06,2.91E-05,0.998003839,0.000429583,-1.031627224,0.460439803,3.00003076,-3.825767092,-3.0586751,-10.15197619,-10.40237792,-10.53542881
474,0.00E+00,2.24E-179,0,1.35E-192,0.004703964,0,0.000229973,-12569.48464,0.00E+00,4.44E-16,0,3.25E-06,2.91E-05,0.998003839,0.000429571,-1.031627226,0.460439609,3.000030746,-3.825767214,-3.058685415,-10.15197619,-10.40237792,-10.53542881
475,0.00E+00,1.82E-179,0,1.20E-193,0.004703853,0,0.000229973,-12569.48464,0.00E+00,4.44E-16,0,3.25E-06,2.91E-05,0.998003839,0.000429461,-1.031627234,0.460438645,3.000030741,-3.82576722,-3.058912271,-10.1519762,-10.40237792,-10.53542881
476,0.00E+00,1.40E-180,0,1.20E-193,0.004702751,0,0.000229973,-12569.48464,0.00E+00,4.44E-16,0,3.25E-06,2.91E-05,0.998003839,0.000429446,-1.031627237,0.460438641,3.000030741,-3.825928592,-3.059028907,-10.1519762,-10.40237792,-10.53542881
477,0.00E+00,8.91E-181,0,8.51E-195,0.004702747,0,0.000223164,-12569.48464,0.00E+00,4.44E-16,0,3.24E-06,2.91E-05,0.998003839,0.000429395,-1.031627238,0.460437229,3.00003073,-3.825928594,-3.059037673,-10.15197666,-10.40237792,-10.53542881
478,0.00E+00,1.96E-182,0,8.51E-195,0.00470221,0,0.000223164,-12569.48464,0.00E+00,4.44E-16,0,3.24E-06,2.91E-05,0.998003839,0.000429254,-1.03162724,0.460435319,3.000030729,-3.825930922,-3.059068013,-10.15197717,-10.40237802,-10.53542881
479,0.00E+00,9.67E-183,0,3.30E-195,0.004702158,0,0.000223164,-12569.48464,0.00E+00,4.44E-16,0,3.24E-06,2.91E-05,0.998003839,0.000429194,-1.031627241,0.460435307,3.000030701,-3.825930998,-3.059077981,-10.15197717,-10.40237802,-10.53542881
480,0.00E+00,4.40E-183,0,5.47E-196,0.004702157,0,0.000223164,-12569.48464,0.00E+00,4.44E-16,0,3.24E-06,2.91E-05,0.998003839,0.000429188,-1.031627243,0.46043527,3.000030668,-3.825939805,-3.059090127,-10.15197733,-10.40237802,-10.53542881
481,0.00E+00,9.75E-184,0,2.96E-196,0.004702145,0,0.000223164,-12569.48464,0.00E+00,4.44E-16,0,3.23E-06,2.91E-05,0.998003839,0.000429176,-1.031627243,0.460435247,3.000030623,-3.825943747,-3.059101859,-10.15197736,-10.40237812,-10.53557554
482,0.00E+00,9.75E-184,0,2.92E-196,0.004701974,0,0.000223164,-12569.48464,0.00E+00,4.44E-16,0,3.23E-06,2.91E-05,0.998003839,0.000429174,-1.031627244,0.460435237,3.000030611,-3.825944183,-3.059105179,-10.15197736,-10.40237812,-10.53557554
483,0.00E+00,5.15E-184,0,2.34E-196,0.004701973,0,0.000223164,-12569.48468,0.00E+00,4.44E-16,0,3.23E-06,2.91E-05,0.998003839,0.000429147,-1.031627245,0.460435236,3.000030578,-3.82594638,-3.05910521,-10.15197818,-10.40237812,-10.53558672
484,0.00E+00,5.47E-185,0,3.00E-198,0.004698719,0,0.000223164,-12569.48468,0.00E+00,4.44E-16,0,3.23E-06,2.91E-05,0.998003839,0.000429115,-1.031627245,0.460435235,3.000030562,-3.825947924,-3.059119717,-10.15200888,-10.40237812,-10.53558672
485,0.00E+00,7.80E-186,0,2.99E-198,0.004698719,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.23E-06,2.89E-05,0.998003839,0.000429114,-1.031627248,0.460435235,3.000030551,-3.825948645,-3.059281681,-10.15209221,-10.40237812,-10.53558672
486,0.00E+00,7.57E-186,0,1.53E-198,0.004698718,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.89E-05,0.998003839,0.00042911,-1.031627463,0.460435203,3.000030008,-3.825948958,-3.059349802,-10.15209222,-10.40237812,-10.53558672
487,0.00E+00,6.85E-187,0,2.50E-199,0.004698718,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.81E-05,0.998003839,0.000429106,-1.031627464,0.46043505,3.000030008,-3.825972281,-3.059350993,-10.15209393,-10.40237815,-10.53558739
488,0.00E+00,5.37E-187,0,2.49E-199,0.004698713,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.81E-05,0.998003839,0.000429056,-1.031627464,0.460433921,3.000025097,-3.825980272,-3.059450297,-10.15209425,-10.40237818,-10.53558739
489,0.00E+00,1.22E-187,0,1.22E-199,0.00468865,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.81E-05,0.998003839,0.000429054,-1.031627464,0.46043392,3.000025093,-3.825989694,-3.05949841,-10.15209435,-10.40237818,-10.53558739
490,0.00E+00,1.08E-187,0,6.51E-200,0.004688637,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.81E-05,0.998003839,0.000429054,-1.031627471,0.460433866,3.000024819,-3.826011597,-3.059508819,-10.15209436,-10.40237818,-10.53558739
491,0.00E+00,5.04E-188,0,4.56E-200,0.004688611,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.79E-05,0.998003839,0.000429046,-1.031627559,0.460433282,3.000024814,-3.826011788,-3.059519296,-10.15209436,-10.40237818,-10.53558739
492,0.00E+00,8.94E-189,0,1.02E-200,0.004688611,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.79E-05,0.998003839,0.000429019,-1.031627561,0.460433158,3.000024805,-3.826014734,-3.059520714,-10.15230469,-10.40237818,-10.5355874
493,0.00E+00,3.68E-189,0,3.65E-201,0.00468861,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.79E-05,0.998003839,0.000429019,-1.031627562,0.460433151,3.000024805,-3.826028028,-3.059521524,-10.15230471,-10.40237818,-10.5355874
494,0.00E+00,2.93E-189,0,3.65E-201,0.004688594,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.79E-05,0.998003839,0.000429018,-1.031627565,0.460433149,3.00002474,-3.826031833,-3.059525269,-10.15238129,-10.40237819,-10.5355874
495,0.00E+00,1.99E-189,0,1.59E-201,0.00468832,0,0.000223164,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.78E-05,0.998003839,0.000429011,-1.031627565,0.460433133,3.000024718,-3.826031845,-3.05954603,-10.15238129,-10.40237819,-10.5355874
496,0.00E+00,5.78E-190,0,2.65E-202,0.004688256,0,0.000222662,-12569.48469,0.00E+00,4.44E-16,0,3.20E-06,2.78E-05,0.998003839,0.000429009,-1.031627568,0.460432991,3.000024391,-3.826032307,-3.05954695,-10.15238129,-10.40237819,-10.53558831
497,0.00E+00,3.17E-191,0,7.50E-203,0.004597095,0,0.000222662,-12569.4847,0.00E+00,4.44E-16,0,3.20E-06,2.78E-05,0.998003839,0.000429009,-1.031627569,0.460432975,3.000024389,-3.826036527,-3.059854041,-10.15238129,-10.40237819,-10.53558837
498,0.00E+00,2.00E-191,0,1.93E-203,0.00459707,0,0.000222662,-12569.4847,0.00E+00,4.44E-16,0,2.48E-06,2.78E-05,0.998003839,0.000429009,-1.031627569,0.460432863,3.000024389,-3.826037225,-3.059940624,-10.15238129,-10.40237819,-10.53558837
499,0.00E+00,1.05E-191,0,1.15E-203,0.004597065,0,0.000220249,-12569.4847,0.00E+00,4.44E-16,0,2.48E-06,2.78E-05,0.998003839,0.000429009,-1.031627569,0.460432813,3.000024194,-3.82603915,-3.059945075,-10.15238129,-10.40237819,-10.53558837
